更新日期,#genre#
CCTV-2,http://117.144.58.42:35455/gaoma/cctv2.m3u8$LR•IPV4『线路15』
CCTV-2,http://fm1077.serv00.net/Smart.php?id=cctv2$LR•IPV4『线路16』
CCTV-3,http://[2409:8087:2001:20:2800:0:df6e:eb20]/ott.mobaibox.com/PLTV/4/224/3221228499/index.m3u8$LR•IPV6『线路1』
CCTV-3,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001186/index.m3u8$LR•IPV6『线路2』
CCTV-3,rtp://239.3.1.172:8001$LR•IPV4『线路3』
CCTV-3,http://goo.bkpcp.top/mg/cctv3$LR•IPV4『线路4』
CCTV-3,http://183.255.10.90:6610/200000001898/460000089800010212/1.m3u8?IASHttpSessionId=OTT$LR•IPV4『线路5』
CCTV-3,http://z.b.bkpcp.top/m.php?id=cctv3$LR•IPV4『线路6』
CCTV-3,http://112.46.85.60:8009/hls/3/index.m3u8$LR•IPV4『线路7』
CCTV-3,http://58.17.48.228:808/hls/3/index.m3u8$LR•IPV4『线路8』
CCTV-3,http://183.94.1.118:8801/tsfile/live/0003_1.m3u8$LR•IPV4『线路9』
CCTV-3,http://123.182.60.29:9002/hls/3/index.m3u8$LR•IPV4『线路10』
CCTV-3,http://dsm.huarunguoji.top:35455/itv/1000000005000265003.m3u8?cdn=ystenlive$LR•IPV4『线路11』
CCTV-3,http://www.terrykang.xyz:35455/itv/1000000005000265003.m3u8?cdn=ystenlive$LR•IPV4『线路12』
CCTV-3,http://ct.370829.xyz:35455/itv/1000000005000265003.m3u8?cdn=ystenlive$LR•IPV4『线路13』
CCTV-3,http://fm1077.serv00.net/Smart.php?id=cctv3$LR•IPV4『线路14』
CCTV-4,http://[2409:8087:2001:20:2800:0:df6e:eb12]/wh7f454c46tw3772680253_-1555628407/ott.mobaibox.com/PLTV/3/224/3221227549/index.m3u8?icpid=3&RTS=1668594272&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3$LR•IPV6『线路1』
CCTV-4,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001221/index.m3u8$LR•IPV6『线路2』
CCTV-4,http://[2409:8087:2001:20:2800:0:df6e:eb13]:80/ott.mobaibox.com/PLTV/4/224/3221227549/index.m3u8$LR•IPV6『线路3』
CCTV-4,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226335/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EBFJ5gRpm8ntK8JEFPZOhLQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV4『线路4』
CCTV-4,rtp://239.3.1.105:8092$LR•IPV4『线路5』
CCTV-4,http://goo.bkpcp.top/mg/cctv4$LR•IPV4『线路6』
CCTV-4,http://z.b.bkpcp.top/m.php?id=cctv4$LR•IPV4『线路7』
CCTV-4,http://tvpull.careryun.com/tv/cctv4.m3u8$LR•IPV4『线路8』
CCTV-4,http://112.46.85.60:8009/hls/4/index.m3u8$LR•IPV4『线路9』
CCTV-4,http://183.94.1.118:8801/tsfile/live/0004_1.m3u8$LR•IPV4『线路10』
CCTV-4,http://123.182.60.29:9002/hls/4/index.m3u8$LR•IPV4『线路11』
CCTV-4,http://3501776.xyz:35455/itv/1000000005000265004.m3u8?cdn=ystenlive$LR•IPV4『线路12』
CCTV-4,http://dsm.huarunguoji.top:35455/itv/1000000005000265004.m3u8?cdn=ystenlive$LR•IPV4『线路13』
CCTV-4,http://www.terrykang.xyz:35455/itv/1000000005000265004.m3u8?cdn=ystenlive$LR•IPV4『线路14』
CCTV-4,http://ct.370829.xyz:35455/itv/1000000005000265004.m3u8?cdn=ystenlive$LR•IPV4『线路15』
CCTV-4,http://fm1077.serv00.net/Smart.php?id=cctv4$LR•IPV4『线路16』
CCTV-4,http://fm1077.serv00.net/Smart.php?id=Cctv4$LR•IPV4『线路17』
CCTV-5,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/4/224/3221228502/index.m3u8$LR•IPV6『线路1』
CCTV-5,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001187/index.m3u8$LR•IPV6『线路2』
CCTV-5,rtp://239.3.1.173:8001$LR•IPV4『线路3』
CCTV-5,http://goo.bkpcp.top/mg/cctv5$LR•IPV4『线路4』
CCTV-5,http://z.b.bkpcp.top/m.php?id=cctv5$LR•IPV4『线路5』
CCTV-5,http://112.46.85.60:8009/hls/503/index.m3u8$LR•IPV4『线路6』
CCTV-5,http://58.17.48.228:808/hls/5/index.m3u8$LR•IPV4『线路7』
CCTV-5,http://183.94.1.118:8801/tsfile/live/0005_1.m3u8$LR•IPV4『线路8』
CCTV-5,http://3501776.xyz:35455/gaoma/cctv5.m3u8$LR•IPV4『线路9』
CCTV-5,http://dsm.huarunguoji.top:35455/itv/1000000005000265005.m3u8?cdn=ystenlive$LR•IPV4『线路10』
CCTV-5,http://www.terrykang.xyz:35455/itv/1000000005000265005.m3u8?cdn=ystenlive$LR•IPV4『线路11』
CCTV-5,http://ct.370829.xyz:35455/itv/1000000005000265005.m3u8?cdn=ystenlive$LR•IPV4『线路12』
CCTV-5,http://117.144.58.42:35455/gaoma/cctv5.m3u8$LR•IPV4『线路13』
CCTV-5,http://fm1077.serv00.net/Smart.php?id=cctv5$LR•IPV4『线路14』
CCTV-5+,http://[2409:8087:2001:20:2800:0:df6e:eb26]/ott.mobaibox.com/PLTV/1/224/3221228277/index.m3u8$LR•IPV6『线路1』
CCTV-5+,http://[2409:8087:2001:20:2800:0:df6e:eb16]:80/ott.mobaibox.com/PLTV/4/224/3221228176/index.m3u8$LR•IPV6『线路2』
CCTV-5+,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226894/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EevWZ0zmguDsOY_Mf3SM5TA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV4『线路3』
CCTV-5+,http://z.b.bkpcp.top/m.php?id=cctv5p$LR•IPV4『线路4』
CCTV-5+,http://3501776.xyz:35455/itv/1000000005000265016.m3u8?cdn=ystenlive$LR•IPV4『线路5』
CCTV-5+,http://dsm.huarunguoji.top:35455/itv/1000000005000265016.m3u8?cdn=ystenlive$LR•IPV4『线路6』
CCTV-5+,http://www.terrykang.xyz:35455/itv/1000000005000265016.m3u8?cdn=ystenlive$LR•IPV4『线路7』
CCTV-5+,http://ct.370829.xyz:35455/itv/1000000005000265016.m3u8?cdn=ystenlive$LR•IPV4『线路8』
CCTV-5+,http://117.144.58.42:35455/gaoma/cctv5p.m3u8$LR•IPV4『线路9』
CCTV-5+,https://api.olelive.com/dis/live/CCTV5PHD/hls.m3u8$LR•IPV4『线路10』
CCTV-5+,http://lt.hxtre.com:35455/gaoma/cctv5p.m3u8$LR•IPV4『线路11』
CCTV-5+,http://wab201.win:35455/gaoma/cctv5p.m3u8$LR•IPV4『线路12』
CCTV-5+,http://116.77.32.59:8277/streams/d/cctv5a/playlist.m3u8$LR•IPV4『线路13』
CCTV-5+,http://fm1077.serv00.net/Smart.php?id=cctv5plus$LR•IPV4『线路14』
CCTV-6,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/4/224/3221228516/index.m3u8$LR•IPV6『线路1』
CCTV-6,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001188/index.m3u8$LR•IPV6『线路2』
CCTV-6,http://[2409:8087:2001:20:2800:0:df6e:eb14]:80/ott.mobaibox.com/PLTV/4/224/3221228123/index.m3u8$LR•IPV6『线路3』
CCTV-6,rtp://239.3.1.174:8001$LR•IPV4『线路4』
CCTV-6,http://goo.bkpcp.top/mg/cctv6$LR•IPV4『线路5』
CCTV-6,http://z.b.bkpcp.top/m.php?id=cctv6$LR•IPV4『线路6』
CCTV-6,http://58.17.48.228:808/hls/6/index.m3u8$LR•IPV4『线路7』
CCTV-6,http://183.94.1.118:8801/tsfile/live/0006_1.m3u8$LR•IPV4『线路8』
CCTV-6,http://dsm.huarunguoji.top:35455/itv/1000000005000265006.m3u8?cdn=ystenlive$LR•IPV4『线路9』
CCTV-6,http://www.terrykang.xyz:35455/itv/1000000005000265006.m3u8?cdn=ystenlive$LR•IPV4『线路10』
CCTV-6,http://ct.370829.xyz:35455/itv/1000000005000265006.m3u8?cdn=ystenlive$LR•IPV4『线路11』
CCTV-6,http://117.144.58.42:35455/gaoma/cctv6.m3u8$LR•IPV4『线路12』
CCTV-6,https://api.olelive.com/dis/live/CCTV6HD/hls.m3u8$LR•IPV4『线路13』
CCTV-6,http://lt.hxtre.com:35455/gaoma/cctv6.m3u8$LR•IPV4『线路14』
CCTV-6,http://fm1077.serv00.net/Smart.php?id=cctv6$LR•IPV4『线路15』
CCTV-7,http://[2409:8087:2001:20:2800:0:df6e:eb26]/wh7f454c46tw3984282630_1427246842/ott.mobaibox.com/PLTV/3/224/3221228283/index.m3u8?icpid=3&RTS=1668594483&from=40&popid=40&hms_devid=2293&prioritypopid=40&vqe=3$LR•IPV6『线路1』
CCTV-7,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001236/index.m3u8$LR•IPV6『线路2』
CCTV-7,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/ott.mobaibox.com/PLTV/4/224/3221227690/index.m3u8$LR•IPV6『线路3』
CCTV-7,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226946/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E2bEV_zkW1hRnWmsZq6rlbw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV4『线路4』
CCTV-7,rtp://239.3.1.61:8104$LR•IPV4『线路5』
CCTV-7,http://goo.bkpcp.top/mg/cctv7$LR•IPV4『线路6』
CCTV-7,http://z.b.bkpcp.top/m.php?id=cctv7$LR•IPV4『线路7』
CCTV-7,http://112.46.85.60:8009/hls/504/index.m3u8$LR•IPV4『线路8』
CCTV-7,http://183.94.1.118:8801/tsfile/live/0007_1.m3u8$LR•IPV4『线路9』
CCTV-7,http://dsm.huarunguoji.top:35455/itv/1000000005000265007.m3u8?cdn=ystenlive$LR•IPV4『线路10』
CCTV-7,http://www.terrykang.xyz:35455/itv/1000000005000265007.m3u8?cdn=ystenlive$LR•IPV4『线路11』
CCTV-7,http://ct.370829.xyz:35455/itv/1000000005000265007.m3u8?cdn=ystenlive$LR•IPV4『线路12』
CCTV-7,http://117.144.58.42:35455/gaoma/cctv7.m3u8$LR•IPV4『线路13』
CCTV-7,https://api.olelive.com/dis/live/CCTV7HD/hls.m3u8$LR•IPV4『线路14』
CCTV-7,http://lt.hxtre.com:35455/gaoma/cctv7.m3u8$LR•IPV4『线路15』
CCTV-7,http://fm1077.serv00.net/Smart.php?id=cctv7$LR•IPV4『线路16』
CCTV-8,http://[2409:8087:2001:20:2800:0:df6e:eb26]/ott.mobaibox.com/PLTV/4/224/3221228578/index.m3u8$LR•IPV6『线路1』
CCTV-8,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001189/index.m3u8$LR•IPV6『线路2』
CCTV-8,http://[2409:8087:2001:20:2800:0:df6e:eb13]:80/ott.mobaibox.com/PLTV/4/224/3221227473/index.m3u8$LR•IPV6『线路3』
CCTV-8,rtp://239.3.1.175:8001$LR•IPV4『线路4』
CCTV-8,http://goo.bkpcp.top/mg/cctv8$LR•IPV4『线路5』
CCTV-8,http://z.b.bkpcp.top/m.php?id=cctv8$LR•IPV4『线路6』
CCTV-8,http://112.46.85.60:8009/hls/8/index.m3u8$LR•IPV4『线路7』
CCTV-8,http://58.17.48.228:808/hls/8/index.m3u8$LR•IPV4『线路8』
CCTV-8,http://183.94.1.118:8801/tsfile/live/0008_1.m3u8$LR•IPV4『线路9』
CCTV-8,http://3501776.xyz:35455/gaoma/cctv8.m3u8$LR•IPV4『线路10』
CCTV-8,http://dsm.huarunguoji.top:35455/itv/1000000005000265008.m3u8?cdn=ystenlive$LR•IPV4『线路11』
CCTV-8,http://www.terrykang.xyz:35455/itv/1000000005000265008.m3u8?cdn=ystenlive$LR•IPV4『线路12』
CCTV-8,http://ct.370829.xyz:35455/itv/1000000005000265008.m3u8?cdn=ystenlive$LR•IPV4『线路13』
CCTV-8,http://117.144.58.42:35455/gaoma/cctv8k_36m.m3u8$LR•IPV4『线路14』
CCTV-8,http://fm1077.serv00.net/Smart.php?id=cctv8hd$LR•IPV4『线路15』
CCTV-9,http://[2409:8087:2001:20:2800:0:df6e:eb21]/wh7f454c46tw4254168827_1850088835/ott.mobaibox.com/PLTV/3/224/3221228303/index.m3u8?icpid=3&RTS=1668594753&from=40&popid=40&hms_devid=2290&prioritypopid=40&vqe=3$LR•IPV6『线路1』
CCTV-9,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001237/index.m3u8$LR•IPV6『线路2』
CCTV-9,http://[2409:8087:2001:20:2800:0:df6e:eb13]:80/ott.mobaibox.com/PLTV/4/224/3221227614/index.m3u8$LR•IPV6『线路3』
CCTV-9,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226944/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EgdZMBjOTdDWVEgovFkZoew%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV4『线路4』
CCTV-9,rtp://239.3.1.62:8112$LR•IPV4『线路5』
CCTV-9,http://goo.bkpcp.top/mg/cctv9$LR•IPV4『线路6』
CCTV-9,http://z.b.bkpcp.top/m.php?id=cctv9$LR•IPV4『线路7』
CCTV-9,http://112.46.85.60:8009/hls/509/index.m3u8$LR•IPV4『线路8』
CCTV-9,http://58.17.48.228:808/hls/9/index.m3u8$LR•IPV4『线路9』
CCTV-9,http://183.94.1.118:8801/tsfile/live/0009_1.m3u8$LR•IPV4『线路10』
CCTV-9,http://3501776.xyz:35455/gaoma/cctv9.m3u8$LR•IPV4『线路11』
CCTV-9,http://dsm.huarunguoji.top:35455/itv/1000000005000265009.m3u8?cdn=ystenlive$LR•IPV4『线路12』
CCTV-9,http://www.terrykang.xyz:35455/itv/1000000005000265009.m3u8?cdn=ystenlive$LR•IPV4『线路13』
CCTV-9,http://ct.370829.xyz:35455/itv/1000000005000265009.m3u8?cdn=ystenlive$LR•IPV4『线路14』
CCTV-9,http://117.144.58.42:35455/gaoma/cctv9.m3u8$LR•IPV4『线路15』
CCTV-9,http://fm1077.serv00.net/Smart.php?id=cctv9hd$LR•IPV4『线路16』
CCTV-10,http://[2409:8087:2001:20:2800:0:df6e:eb21]/wh7f454c46tw30319478_-185824076/ott.mobaibox.com/PLTV/3/224/3221228286/index.m3u8?icpid=3&RTS=1668594824&from=40&popid=40&hms_devid=2290&prioritypopid=40&vqe=3$LR•IPV6『线路1』
CCTV-10,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001238/index.m3u8$LR•IPV6『线路2』
CCTV-10,http://[2409:8087:2001:20:2800:0:df6e:eb20]:80/ott.mobaibox.com/PLTV/4/224/3221228286/index.m3u8$LR•IPV6『线路3』
CCTV-10,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226937/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Egbbk6OxyTS2utbJWm7Qw1w%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV4『线路4』
CCTV-10,rtp://239.3.1.63:8116$LR•IPV4『线路5』
CCTV-10,http://goo.bkpcp.top/mg/cctv10$LR•IPV4『线路6』
CCTV-10,http://z.b.bkpcp.top/m.php?id=cctv10$LR•IPV4『线路7』
CCTV-10,http://58.17.48.228:808/hls/10/index.m3u8$LR•IPV4『线路8』
CCTV-10,http://183.94.1.118:8801/tsfile/live/0010_1.m3u8$LR•IPV4『线路9』
CCTV-10,http://123.182.60.29:9002/hls/10/index.m3u8$LR•IPV4『线路10』
CCTV-10,http://3501776.xyz:35455/gaoma/cctv10.m3u8$LR•IPV4『线路11』
CCTV-10,http://dsm.huarunguoji.top:35455/itv/1000000005000265010.m3u8?cdn=ystenlive$LR•IPV4『线路12』
CCTV-10,http://www.terrykang.xyz:35455/itv/1000000005000265010.m3u8?cdn=ystenlive$LR•IPV4『线路13』
CCTV-10,http://ct.370829.xyz:35455/itv/1000000005000265010.m3u8?cdn=ystenlive$LR•IPV4『线路14』
CCTV-10,http://117.144.58.42:35455/gaoma/cctv10.m3u8$LR•IPV4『线路15』
CCTV-10,http://fm1077.serv00.net/Smart.php?id=cctv10hd$LR•IPV4『线路16』
CCTV-11,http://[2409:8087:2001:20:2800:0:df6e:eb23]/wh7f454c46tw105619488_1866436632/ott.mobaibox.com/PLTV/3/224/3221228289/index.m3u8?icpid=3&RTS=1668594900&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3$LR•IPV6『线路1』
CCTV-11,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001309/index.m3u8$LR•IPV6『线路2』
CCTV-11,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226334/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0RcQQbNseiHvFO8XWf466A%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV4『线路3』
CCTV-11,rtp://239.3.1.152:8120$LR•IPV4『线路4』
CCTV-11,http://goo.bkpcp.top/mg/cctv11$LR•IPV4『线路5』
CCTV-11,http://z.b.bkpcp.top/m.php?id=cctv11$LR•IPV4『线路6』
CCTV-11,http://183.94.1.118:8801/tsfile/live/0011_1.m3u8$LR•IPV4『线路7』
CCTV-11,http://123.182.60.29:9002/hls/11/index.m3u8$LR•IPV4『线路8』
CCTV-11,http://3501776.xyz:35455/itv/1000000005000265011.m3u8?cdn=ystenlive$LR•IPV4『线路9』
CCTV-11,http://dsm.huarunguoji.top:35455/itv/1000000005000265011.m3u8?cdn=ystenlive$LR•IPV4『线路10』
CCTV-11,http://www.terrykang.xyz:35455/itv/1000000005000265011.m3u8?cdn=ystenlive$LR•IPV4『线路11』
CCTV-11,http://ct.370829.xyz:35455/itv/1000000005000265011.m3u8?cdn=ystenlive$LR•IPV4『线路12』
CCTV-11,http://117.144.58.42:35455/gaoma/cctv11.m3u8$LR•IPV4『线路13』
CCTV-11,https://api.olelive.com/dis/live/CCTV11HD/hls.m3u8$LR•IPV4『线路14』
CCTV-11,http://fm1077.serv00.net/Smart.php?id=cctv11$LR•IPV4『线路15』
CCTV-12,http://[2409:8087:2001:20:2800:0:df6e:eb23]/wh7f454c46tw185877003_-533945400/ott.mobaibox.com/PLTV/3/224/3221228401/index.m3u8?icpid=3&RTS=1668594980&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3$LR•IPV6『线路1』
CCTV-12,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001239/index.m3u8$LR•IPV6『线路2』
CCTV-12,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226942/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E9nVa4WyKpuJgFy6Zh4TplQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV4『线路3』
CCTV-12,rtp://239.3.1.64:8124$LR•IPV4『线路4』
CCTV-12,http://goo.bkpcp.top/mg/cctv12$LR•IPV4『线路5』
CCTV-12,http://z.b.bkpcp.top/m.php?id=cctv12$LR•IPV4『线路6』
CCTV-12,http://112.46.85.60:8009/hls/507/index.m3u8$LR•IPV4『线路7』
CCTV-12,http://183.94.1.118:8801/tsfile/live/0012_1.m3u8$LR•IPV4『线路8』
CCTV-12,http://123.182.60.29:9002/hls/12/index.m3u8$LR•IPV4『线路9』
CCTV-12,http://3501776.xyz:35455/gaoma/cctv12.m3u8$LR•IPV4『线路10』
CCTV-12,http://dsm.huarunguoji.top:35455/itv/1000000005000265012.m3u8?cdn=ystenlive$LR•IPV4『线路11』
CCTV-12,http://www.terrykang.xyz:35455/itv/1000000005000265012.m3u8?cdn=ystenlive$LR•IPV4『线路12』
CCTV-12,http://ct.370829.xyz:35455/itv/1000000005000265012.m3u8?cdn=ystenlive$LR•IPV4『线路13』
CCTV-12,http://117.144.58.42:35455/gaoma/cctv12.m3u8$LR•IPV4『线路14』
CCTV-12,http://fm1077.serv00.net/Smart.php?id=cctv12$LR•IPV4『线路15』
CCTV-13,http://[2409:8087:2001:20:2800:0:df6e:eb16]/wh7f454c46tw259647455_-1559913959/ott.mobaibox.com/PLTV/3/224/3221228224/index.m3u8?icpid=3&RTS=1668595054&from=40&popid=40&hms_devid=2114&prioritypopid=40&vqe=3$LR•IPV6『线路1』
CCTV-13,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001328/index.m3u8$LR•IPV6『线路2』
CCTV-13,http://[2409:8087:2001:20:2800:0:df6e:eb17]:80/ott.mobaibox.com/PLTV/4/224/3221227387/index.m3u8$LR•IPV6『线路3』
CCTV-13,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226316/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EqHPe9pEEWJ00hz1ArnRZVA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•IPV4『线路4』
CCTV-13,rtp://239.3.1.124:8128$LR•IPV4『线路5』
CCTV-13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8$LR•IPV4『线路6』
CCTV-13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mud.m3u8$LR•IPV4『线路7』
CCTV-13,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226717/1.m3u8$LR•IPV4『线路8』
CCTV-13,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8$LR•IPV4『线路9』
CCTV-13,http://goo.bkpcp.top/mg/cctv13$LR•IPV4『线路10』
CCTV-13,http://z.b.bkpcp.top/m.php?id=cctv13$LR•IPV4『线路11』
CCTV-13,http://183.94.1.118:8801/tsfile/live/0013_1.m3u8$LR•IPV4『线路12』
CCTV-13,http://3501776.xyz:35455/gaoma/cctv13.m3u8$LR•IPV4『线路13』
CCTV-13,http://dsm.huarunguoji.top:35455/gaoma/cctv13.m3u8$LR•IPV4『线路14』
CCTV-13,http://ct.370829.xyz:35455/gaoma/cctv13.m3u8$LR•IPV4『线路15』
CCTV-13,http://117.144.58.42:35455/gaoma/cctv13.m3u8$LR•IPV4『线路16』
CCTV-13,https://api.olelive.com/dis/live/CCTV13HD/hls.m3u8$LR•IPV4『线路17』
